ZONEID,TIMESTAMP,U10,V10,U100,V100
1,2013-08-12 01:00:00,9.54070832080185,0.65558244880326,14.6613326461902,1.05022752267722
1,2013-08-12 02:00:00,8.15406190074041,1.03511381214051,12.5287620078809,1.64360492394233
1,2013-08-12 03:00:00,7.71980964107705,1.27968158760925,11.4426512832948,1.97983418576526
1,2013-08-12 04:00:00,7.53804875208916,0.955597048587405,11.128659727001,1.51072711966991
1,2013-08-12 05:00:00,7.34888583594792,0.506004969254717,10.8623563080966,0.820515690999799
1,2013-08-12 06:00:00,5.99595976180731,-0.628720737665261,9.14290425323868,-0.876769622682355
1,2013-08-12 07:00:00,4.46250646987104,-1.99211086734336,7.62277789623282,-3.24167175864012
1,2013-08-12 08:00:00,4.35106483884001,-2.83283945928861,7.887473849832,-4.79424399803368
1,2013-08-12 09:00:00,3.51998167901077,-3.38043057694621,6.42200131320492,-5.76850190709181
1,2013-08-12 10:00:00,4.69484787774017,-4.21471186373851,8.31077304688334,-7.05262870384595
1,2013-08-12 11:00:00,5.12910013740354,-4.61272550184756,8.80372907382919,-7.45556585121455
1,2013-08-12 12:00:00,4.81286908846308,-4.42489401172482,8.27862374077817,-6.97354758146519
1,2013-08-12 13:00:00,6.74932163652634,-2.15759169960252,10.753048667339,-3.23306428953745
1,2013-08-12 14:00:00,6.45118443173851,0.374909764477977,10.4658481994662,0.899058846561635
1,2013-08-12 15:00:00,5.04109825902479,-0.209216082379693,8.88570980439736,0.0867289499974349
1,2013-08-12 16:00:00,4.23222118065562,-0.691474507820684,7.80120654511648,-0.776707794363851
1,2013-08-12 17:00:00,3.76712714118661,-1.22058335070648,7.32861174537056,-1.78916134756506
1,2013-08-12 18:00:00,3.6116845709662,-1.55799232037776,7.24341608419187,-2.46000597075417
1,2013-08-12 19:00:00,3.4406154989776,-1.8863750628349,7.11374721623438,-3.1927167781187
1,2013-08-12 20:00:00,3.29874331187167,-2.02993505757402,6.99961717956104,-3.62255226643314
1,2013-08-12 21:00:00,3.14700175522794,-2.26590642617215,6.88012892520351,-4.10457053618249
1,2013-08-12 22:00:00,3.23829342345262,-2.98499586089834,6.64543899063581,-5.23268695545079
1,2013-08-12 23:00:00,3.50106538739665,-3.47241213046169,6.62936433758323,-5.58182742092772
1,2013-08-13 00:00:00,3.27201376937345,-3.92415331151203,5.46234452596576,-5.91913261638848
2,2013-08-12 01:00:00,4.51390943621377,-0.690614867133623,6.02710066987982,-0.833194310350103
2,2013-08-12 02:00:00,4.82438335292385,-1.73851686466048,6.42950281796279,-2.24212940909291
2,2013-08-12 03:00:00,5.29523452462324,-2.55775443942922,7.12982186928696,-3.37401159609363
2,2013-08-12 04:00:00,6.17360841348778,-2.7915767063097,8.43508369715664,-3.74843650205964
2,2013-08-12 05:00:00,6.917100918669,-2.58612258210222,9.62353637951089,-3.49828193126338
2,2013-08-12 06:00:00,7.21688301837979,-2.27321337201217,10.2424105220353,-3.16474250353503
2,2013-08-12 07:00:00,7.70829537661628,-1.63321088049556,11.4458662139053,-2.35187464015192
2,2013-08-12 08:00:00,6.86898774217221,-1.015129226499,11.1881359432956,-1.50296299990138
2,2013-08-12 09:00:00,6.69298398541471,-1.24895149337948,11.2733316044742,-1.77302234299756
2,2013-08-12 10:00:00,6.45899768262261,-1.81373542477828,10.9571967611068,-2.90113876226586
2,2013-08-12 11:00:00,6.34549993293786,-1.28247748017484,10.8119890618651,-1.9258049195699
2,2013-08-12 12:00:00,6.1098687352228,-1.21542550658411,10.4765646348346,-1.74612400205172
2,2013-08-12 13:00:00,5.64230735336934,-0.949366713938861,9.7896411277209,-1.28239660414554
2,2013-08-12 14:00:00,4.94363823483898,-0.698351633317169,8.83855748877645,-0.858478750839188
2,2013-08-12 15:00:00,4.34407403541739,-0.672132592361821,8.01875018309476,-0.849333314917604
2,2013-08-12 16:00:00,3.79467913114631,-1.0619796439438,7.18018911551838,-1.5131843694608
2,2013-08-12 17:00:00,3.59112338442911,-1.49008070609997,6.52541491450987,-2.15390285079058
2,2013-08-12 18:00:00,3.40278291574935,-1.93322548027971,5.99602300731149,-2.88822755861186
2,2013-08-12 19:00:00,3.50517762470407,-2.28739744334867,5.92690199918539,-3.41704894160696
2,2013-08-12 20:00:00,3.634301876157,-2.39313324785712,6.08979181678489,-3.58435662229005
2,2013-08-12 21:00:00,3.51381332304965,-2.50617599820559,5.92797364272223,-3.73444936476781
2,2013-08-12 22:00:00,3.1889465757636,-3.0327059190302,5.59415668099693,-4.64522718919376
2,2013-08-12 23:00:00,3.03761624285061,-3.76125140131405,5.58451188916538,-5.94118925596407
2,2013-08-13 00:00:00,3.49407458397404,-4.28735150179513,5.09959318874582,-5.9228983841209
3,2013-08-12 01:00:00,8.65739974716841,0.314734916383736,12.8277505546589,0.516026471492953
3,2013-08-12 02:00:00,9.77346095240173,1.78515031160087,14.320014179707,2.54631324608454
3,2013-08-12 03:00:00,8.60147331978752,2.01811293779429,12.684686142491,3.01057861080964
3,2013-08-12 04:00:00,7.84070941791514,1.80320276602915,11.381567601695,2.65390660986788
3,2013-08-12 05:00:00,7.4479907550567,1.66007259163356,10.8200263883914,2.43603004820662
3,2013-08-12 06:00:00,7.0754220550046,1.16105117279489,10.5531871477186,1.81360243872001
3,2013-08-12 07:00:00,4.74049371185252,0.0155799572866508,8.19610718844158,0.135683930518854
3,2013-08-12 08:00:00,3.27078009818123,-1.57002728999661,7.26377731139181,-3.05661117293278
3,2013-08-12 09:00:00,3.47022360759101,-2.63727120298233,7.36076105147572,-4.97446288237078
3,2013-08-12 10:00:00,3.57302954027647,-3.45478949637695,6.97282609114007,-6.24298864137633
